tl,en
Sinabi kahapon ni Sec. Perez na sa darating na Biyernes ay magsisimula na ang arraignment ng 122 Tsino na nahuling illegal na nangingisda sa Palawan noong nakaraang taon at kung mapapatunayan umanong nagkasala ang mga ito ay kaagad na ipatutupad ang karampatang parusa para sa kanila.,SEC has said yesterday. Perez is coming Friday will start the arraignment of 122 Chinese-ended illegal fishing in Palawan last year and if they prove to be guilty they will immediately enforce the punishment for them.
"Sa desisyon ng CA 6th division, binasura nito ang petition ni Lacson dahil sa forum shopping o pagsasampa ng kaugnay sa kaso sa ibat-ibang korte.","In the decision of the CA 6th Division, it dismissed Lacson's petition due to the shopping forum or filing in connection with the case in various courts."
"Matapos ang ilang anti-illegal drug operation sa Davao City, nag-alok si Davao City, Mayor Rodrigo Duterte ng pera at sports utility vehicle sa mga magbibigay ng impormasyon laban sa mga nagkakalat ng bawal na gamot sa kaniyang lungsod.","After some anti-illegal drug operation in Davao City, Davao City, Mayor Rodrigo Duterte offers money and sports utility vehicles to provide information against drug diffuses in his city."
Tinawag ng Pangulo na hambugero o hambog ang New People's Army (NPA) dahil may umiiral na ceasefire pero inatake pa rin ang mga tropa ng pamahalaan.,The President called the New People's Army (NPA) due to existent ceasefire but the government troops still attacked.
"Ang suspek na si Amando Duyo, 68, ay naaresto sa ikinasang entrapment operation ng Quezon City Police District (QCPD) sa klinika nito sa Quezon City.","The suspect, Amando Duyo, 68, was arrested in the Entrapment Operation of the Quezon City Police District (QCPD) at its clinic in Quezon City."
"""We are glad to know that the case is still pending and has not yet been dismissed,"" wika nina Tahira S. Ismael-Sansawi at Nor-rhama J. Indanan, maybahay ni Kismhar Indanan, at isang nasugatan sa Batasan bombing incident.","""WE ARE GLAD TO KNOW THAT THE CASE IS STILL PENDING AND HAS NOT YET BEEN DISMISSED,"" Language of Tahira S. Ishmael-Sansawi and Nor-Rhama J. Indanan, Kamhar Indanan, and a wounded in Batasan bombing incident."
"""I would say na front-running pa rin si Cayetano. Pero tomorrow morning, baka may dark horse,"" ani Salceda. May aabangan tayo bukas (Monday), definitely, kung Pulong can pull it.""","""I would still say that Front-Running. But Tomorrow Morning, maybe there is a dark horse,"" said Salceda. We are open tomorrow (Monday), definitely, if meeting can pull it. """
"Sugatan ang van driver na si Danilo Del Mundo Diokno at 15 niyang pasahero, sabi ni Maj. Ma. Luisa Calubaquib, tagapagsalita ng Bicol regional police.","Van Driver Danilo Del World Diokno and 15 passengers said, Maj said. Ma. Luisa Calubaquib, Speaker of Bicol Regional Police."
"""I cannot run with a corrupt police and the corrupt military. Kaya kayong mga pulis na andiyan sa droga you make a choice. Resign, and do not wait for my action, nakikiusap ako sa inyo,"" ani Duterte.","""I CANNOT RUN WITH A CORRUPT POLICE AND THE CORRUPT MILITARY. So you are police."
"Bukod sa paglalagay ng mga early warning system sa lugar na malapit sa karagatan na unang tatamaan ng tsunami, dapat na magsagawa rin umano masusing pag-inspeksyon sa katatagan ng mga gusali sa buong Pilipinas para matiyak na kakayanin nito ang malakas na lindol.","In addition to placing the earlier warning systems in the area near the ocean that will first hit the tsunami, it should also be a thorough inspection of the stability of buildings throughout the Philippines to ensure that it will be able to enable a strong earthquake."
"Kasalukuyang nakakulong ngayon si Querubin sa Detention Center ng Intelligence Service of Armed Forces of the Philippines sa Camp Aquinaldo, Quezon City.","Qualubin is now confined to the detention center of the Intelligence Service of Armed Forces of the Armed Forces of the Philippines at Camp Aquinaldo, Quezon City."
"FORT MAGSAYSAY, Palayan City -- Pormal na nagtapos kahapon ang unang batch ng mga drug personalities na sumailalim sa mahigit 6-buwang reformation sa Mega Drug Abuse Treatment and Rehabilitation Center (MDATRC) sa loob ng kampo ng 7th Infantry Division ng Phil. Army dito.","Fort Magsaysay, Palayan City - formally graduated yesterday the first batch of drug personalities to undergo more than 6-month reforms in the Mega Drug Abuse Treatment and Rehabilitation Center (MDATRC) within the 30th Infantry Division camp. Army here."
"Pinangunahan ni PNP officer in charge Police Lt. Col. Archie Gamboa kasama sina Department of Trade and Industry (DTI) Undersecretary Ted Pascua, Intellectual Property Rights Director General Josephine Santiago at iba pang opisyal ng iba't ibang ahensya ng gobyerno ang isinagawang seremonya sa grandstand ng Camp Crame.","Led by PNP Officer in Charge Police Lt. Col. Archie Gamboa with the Department of Trade and Industry (DTI) Undersecretary Ted Pascua, Intellectual Property Rights Director General Josephine Santiago and other officials of various government agencies have been a ceremony at the Grandstand of Camp Crame."
"Hiniling ng mga senador sa Kongreso na bigyan ng pagkakataon ang bagong Sangguniang Kabataan (SK) law na gumana, sa halip na buwagin.","Senators in Congress asked to give the new Youth (SK) law to work, instead of being abolished."
"MANILA, Philippines - Kinansela kahapon ni Pangulong Gloria Macapagal-Arroyo ang naitakdang pagbisita niya sa Philippine Stock Exchange para sana sa paglagda sa isang batas na nagtatanggal ng documentary stamp tax sa sale, barteer or exchange of listed shares.","Manila, Philippines - President Gloria Macapagal-Arroyo has been canceled yesterday, she has been established in the Philippine Stock Exchange for signing a law that removes the Documentary Stamp Tax on Sale, Barteer or Exchange of Listed Shares."
Nasa 227 na ang kabuuang bilang ng mga kumpirmadong kaso ng novel coronavirus (2019-nCoV) sa buong mundo na hindi sa bansang China.,There are 227 the total number of confirmed cases of Novel Coronavirus (2019-NCOV) worldwide who are not in China.
Naniniwala ang mga kasamahan sa trabaho at live in partner ng biktima na may kaugnayan sa trabaho nito sa media ang motibo ng krimen.,Job colleagues and live in partner believe in the media work in the media the motive of the media.
Pangako naman niya na hindi nila itatago ang nilalaman ng report sakaling cleared ito sa publiko.,He also promises that they will not store the content of the report in case it is cleared to the public.
"Samantala, ayon kay Senador Chiz Escudero, kailangang igalang ang pasya ng mga mahistrado na hingin ang pagbibitiw ni Sereno.","Meanwhile, Senator Chiz Escudero said the magistrate's decision must be respected to ask Sereno resignation."
Nangako rin ang lokal na pamahalaan na aamyendahan ang QC Gender and Development Code at itaas ang parusa sa mga kaso ng sexual harassment o karahasan sa lansangan.,The local government also promised to imitate the QC Gender and Development Code and raise the penalty in cases of sexual harassment or street violence.
"Sa pag-alis ni Brillantes ay lumutang ang umano'y pagpasok sa midnight deal ng Comelec sa Smartmatic-Total Information Management Corp para sa refurbishment ng higit 80,000 precinct count optical scan (PCOS) machines.","With Brillantes's departure the allegedly entering the Midnight Deal of the Comelec in Smartmatic-Total Information Management Corp for the refurbishment of more than 80,000 precinct count optical scans (PCOS) machines."
"Dagdag pa ni del Rosario sa kaniyang talumpati sa lupon, ""Any recognition of such historic rights conflicts with the very character of UNCLOS and its express provisions concerning the maritime entitlements of coastal States.""","Del Rosario added to his Board Speech, ""Any Recognition of Such Historic Rights Conflicts With The Very Character of Unclos and Its Express Provisions Concerning The Maritime Entitlements of Coastal States."""
"Sa panayam ni Trillanes sa Abante, sinabi nito na gagalaw lang umano si Panelo kung pumayag si Duterte.","In the interview of Trillanes on Abante, it said Panelo would only be moved if Duterte agreed."
"Ayon kay Special Assistant to the President Bong Go, gagawin ang ceremonial signing sa Malacanang bago tumulak patungong Mecca ang ilang opisyal ng Bangsamoro Transition Commission (BTC).","According to Special Assistant to the President Bong Go, the ceremonial signing will be made in Malacanang before some of the Bangsamoro Transition Commission (BTC) officials are going to be pushed to Mecca."
"Para maging makabuluhan ang paglago ng ekonomiya, ayon kay Salceda, dapat dumaloy ang pakinabang nito sa mga kanayunan kung saan nakatira ang 74% ng mga mahihirap.","To make the growth of the economy, according to Salceda, its benefit should flow in the countryside where 74% of the poor."
"Si Gonzalez na kasalukuyang vice president at chief operating officer ng Ulticon ay anak ng may-ari ng nasabing ""Triple A"" construction company na si Carlos ""Charlie"" Gonzalez.","Gonzalez currently Vice President and Chief Operating Officer of Ulticon is the son of the owner of the said ""Triple A"" Construction Company Carlos ""Charlie"" Gonzalez."
Isinatinig ito ng alkalde matapos inspeksyunin ang Department of Environment and Natural Resources (DENR) na tanging ang basura lamang sa Limay ang pinuntirya.,The Mayor hears it after inspecting the Department of Environment and Natural Resources (DENR) that only waste on Limay is the target.
"Kapag sumipot na si Bautista, sinabi ni Escudero na hihingan niya ito ng waiver sa Bank Secrecy Law na ipinangako nito sa isang pulong-balitaan na kusang ibibigay sa Senado.","When Bautista said, Escudero said he would ask for it a waiver to the bank secrecy law that it promised to a newsletter to be given to the Senate."
Maaaring maharap sa kaso ang mga taong nagpapakalat ng maling balita hinggil sa kondisyon ng kalusugan ni Pangulong Rodrigo Duterte.,People who spread the wrong news about President Rodrigo Duterte's health condition may be faced by the case.
"Sa inisyal na imbestigasyon ni PSSgt. Alvin Quisumbing ng CIDU-QCPD, nadiskubre lamang ang nakahandusay na bata sa tabi ng balde ng tubig ng kaniyang tiyuhin na si Marlon Rosana, dakong alas-7:00 ng gabi nitong July 19.","In the initial investigation of PSSGT. Alvin Quisumbing of Cidu-QCPD, just discovered the lusty child beside his uncle's waters Marlon Rosana, at 7:00 pm July 19."
Isa ang Cagayan sa mga balwarte at lugar kung saan aktibo ang mga NPA sa pananambang at pagpatay sa mga taga-gobyerno.,Cagayan is one of the bastings and places where the NPA is active in the ambush and killing of government.
"MANILA, Philippines - Ligtas na nakalikas ang may 21 Pinoy matapos na ma-trap sa bakbakan ng security forces at militante sa Gaza Strip.","Manila, Philippines - The 21 Pinoy is safe after being trapped by the security forces and militant in the Gaza Strip."
"Subalit ayon kay De Lima, hindi ibig sabihin na porke hindi tinanggap ni Atty. Santos ang naturang halaga ng suhol ay naibigay na ito sa mga prosecutors ng gobyerno.","But according to De Lima, it does not mean that Porke did not accept Atty. Santos such a bribe amount is given to government prosecutors."
"""Manila does not have a working sewer and sewerage, and that is why I can hardly see any improvement in the quality of life in Manila or maybe in the entire Philippines na wala tayong sewer and sewerage system that is really working,"" anang Pangulo.","""Manila Does Not Have A Working Sewer and Sewerage, and That Is Why I Can Hardly See Any Improvement In The Quality of Life in Manila Or Maybe Or Maybe in Manila Or Maybe."
"Sinabi ni Labor Sec. Patricia Sto. Tomas na dahil sa misinterpretasyon ng ibang bansa sa klasipikasyon ng WHO, mahigit sa 6,000 OFWs ang hindi nakapagtrabaho sa ibang bansa dahil sa takot na makapagdala ang mga ito ng nakamamatay na sakit.","Labor Sec. Patricia Sto. Thomas because of the misinterpretation of another country in the WHO classification, more than 6,000 OFWs have not worked abroad because of fear that they can bring deadly diseases."
"Si Uson ay inireklamo ni Philippine Deaf Resource Center executive director Dr. Liza Martinez ng paglabag sa Code of Conduct and Ethical Standards for Public Officials, Civil Code of the Philippines, Cybercrime Prevention Act, Magna Carta for Persons with Disability, at United Nations Convention on the Rights of Persons with Disabilities.","Uson is complained by the Philippine Deaf Resource Center Executive Director Dr. Liza Martinez's violation of Code of Conduct and Ethical Standards for Public Officials, Civil Code of the Philippines, Cybercrime Prevention Act, Magna Carta for Persons with Disability, and United Nations Convention on the Rights of Persons with Disabilities."
